Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating
44,0,2,0,2,2,2,2378,1,1,2,1,34520,4.0,11,8,1,14.0,2,10,0,2,1.0,4.0,3.0,2,3
48,0,2,0,10,4,2,2379,0,3,5,1,22700,2.0,14,8,3,23.0,2,2,2,2,3.0,4.0,3.0,3,3
35,1,1,1,9,3,0,2380,1,2,5,2,173990,6.0,12,8,0,7.0,3,2,2,2,3.0,4.0,2.0,1,3
24,0,2,1,15,3,0,2381,1,2,1,0,54880,1.0,22,8,1,6.0,6,6,1,3,1.0,4.0,3.0,3,4
27,0,1,0,10,4,0,2382,1,3,0,1,194190,7.0,14,8,1,5.0,2,3,0,2,2.0,3.0,3.0,1,3
27,0,2,1,7,3,0,2383,1,1,1,0,28110,2.0,20,8,0,6.0,3,4,1,2,4.0,4.0,2.0,3,4
40,1,1,0,16,4,2,2384,1,1,7,0,36330,3.0,16,8,2,10.0,0,4,0,3,1.0,1.0,1.0,3,3
29,0,1,1,20,1,1,2385,0,2,5,0,41630,9.0,15,8,1,8.0,4,5,1,4,3.0,3.0,3.0,2,3
36,0,1,1,23,3,0,2386,0,3,0,1,21320,4.0,20,8,0,9.0,1,3,0,2,2.0,1.0,3.0,2,4
25,0,2,0,5,1,2,2387,1,4,3,2,139730,1.0,14,8,0,7.0,3,7,0,7,4.0,3.0,3.0,2,3
39,0,1,0,10,3,2,2388,0,2,7,1,26840,4.0,12,8,0,7.0,2,5,1,0,4.0,2.0,3.0,3,3
49,0,1,0,4,2,0,2389,1,2,7,1,108450,3.0,24,8,0,27.0,4,4,1,2,1.0,2.0,3.0,2,4
50,0,1,1,2,2,1,2390,1,3,0,2,43770,5.0,12,8,1,19.0,2,14,1,11,4.0,1.0,3.0,2,3
20,0,1,1,18,4,1,2391,0,2,0,0,37430,1.0,13,8,1,2.0,2,2,2,2,3.0,3.0,3.0,3,3
34,0,1,1,10,3,1,2392,1,3,2,2,41480,1.0,11,8,0,11.0,3,11,7,9,4.0,2.0,3.0,3,3
36,0,1,1,1,3,0,2393,0,2,4,0,10510,2.0,14,8,0,15.0,2,4,1,3,1.0,2.0,3.0,3,3
49,0,1,2,6,2,0,2394,0,2,1,1,107390,2.0,11,8,3,30.0,3,15,2,12,3.0,3.0,3.0,3,3
36,0,0,1,8,4,0,2395,1,4,2,1,103880,0.0,14,8,0,4.0,2,3,1,2,4.0,3.0,3.0,3,3
36,0,1,1,2,2,1,2396,0,2,4,2,114160,6.0,16,8,0,13.0,2,5,0,4,4.0,1.0,3.0,3,3
54,0,1,0,24,3,2,2397,1,1,2,1,26000,3.0,14,8,0,36.0,5,10,4,7,2.0,3.0,3.0,3,3
43,0,1,1,2,4,0,2398,0,1,1,1,24220,1.0,11,8,1,14.0,2,14,6,11,3.0,3.0,3.0,3,3
35,1,2,1,17,4,1,2399,1,1,7,0,54720,3.0,11,8,1,13.0,3,11,6,7,4.0,4.0,4.0,2,3
38,0,2,1,19,2,0,2400,1,2,1,1,24510,7.0,12,8,1,19.0,3,13,2,9,4.0,4.0,4.0,3,3
29,0,1,1,1,2,1,2401,1,2,6,2,42400,1.0,14,8,0,10.0,2,10,0,9,1.0,2.0,2.0,2,3
33,0,1,1,7,3,1,2402,1,5,0,2,109990,1.0,18,8,3,6.0,3,6,0,4,4.0,4.0,3.0,2,3
32,0,1,1,5,4,3,2403,1,5,1,2,50030,0.0,13,8,0,10.0,5,9,1,6,4.0,2.0,2.0,3,3
31,0,1,1,28,4,3,2404,0,2,0,1,127420,1.0,11,8,0,10.0,4,10,0,2,1.0,4.0,3.0,2,3
49,0,1,1,2,4,1,2405,1,1,2,2,42270,4.0,18,8,0,17.0,3,2,2,2,4.0,1.0,2.0,2,3
38,0,2,0,29,2,1,2406,0,1,0,0,39170,1.0,15,8,3,4.0,2,4,3,3,4.0,2.0,3.0,3,3
47,0,1,1,1,4,1,2407,1,3,2,2,183030,6.0,22,8,1,29.0,2,3,1,2,2.0,2.0,3.0,2,4
49,0,1,1,21,3,1,2408,1,2,3,0,23800,4.0,13,8,0,23.0,3,8,0,0,3.0,3.0,3.0,1,3
41,0,1,1,24,4,0,2409,0,4,5,0,137260,3.0,12,8,0,21.0,6,2,0,2,4.0,3.0,3.0,4,3
20,0,1,1,1,3,0,2410,1,1,6,0,47770,1.0,18,8,1,2.0,3,2,0,2,4.0,1.0,3.0,3,3
33,0,0,1,18,2,1,2411,0,2,4,2,63850,1.0,13,8,0,7.0,6,6,1,2,3.0,4.0,3.0,2,3
36,0,1,1,2,2,3,2412,1,3,0,1,199730,6.0,12,8,0,10.0,2,3,0,2,1.0,3.0,2.0,3,3
44,0,1,1,9,3,3,2413,0,3,4,2,68610,4.0,12,8,0,8.0,2,2,2,2,3.0,4.0,3.0,2,3
23,1,1,2,6,3,0,2414,0,3,2,0,49690,1.0,12,8,0,5.0,3,5,1,2,4.0,3.0,3.0,3,3
38,0,1,1,11,2,0,2415,1,1,0,1,198450,7.0,11,8,1,7.0,3,0,0,0,4.0,3.0,2.0,3,3
53,0,1,1,24,3,0,2416,1,4,7,1,133200,3.0,11,8,0,11.0,2,4,1,2,2.0,4.0,3.0,3,3
48,1,2,0,10,2,2,2417,1,1,4,1,63470,2.0,12,8,1,19.0,3,9,7,7,4.0,3.0,3.0,1,3
32,1,1,0,1,3,0,2418,1,2,1,0,27430,1.0,19,8,1,1.0,2,1,0,0,4.0,2.0,3.0,3,3
26,0,0,1,18,2,1,2419,1,1,8,0,108800,1.0,23,8,1,7.0,5,7,5,7,4.0,4.0,3.0,3,4
55,0,1,1,23,1,0,2420,1,5,2,2,23420,5.0,11,8,2,8.0,2,4,1,2,1.0,2.0,3.0,3,3
34,0,1,0,28,3,0,2421,0,2,1,1,176500,1.0,19,8,1,15.0,6,15,4,13,2.0,4.0,4.0,1,3
60,0,1,0,17,4,1,2422,1,1,5,2,40250,3.0,13,8,1,19.0,5,1,0,0,3.0,4.0,4.0,2,3
33,0,1,0,3,3,0,2423,1,3,5,1,97250,1.0,11,8,0,14.0,0,14,2,13,2.0,2.0,3.0,3,3
37,0,2,1,13,3,0,2424,1,1,2,2,119040,1.0,12,8,1,6.0,4,6,1,3,3.0,4.0,2.0,3,3
34,0,1,1,7,2,0,2425,1,1,4,1,21770,1.0,13,8,0,10.0,5,10,8,7,2.0,4.0,3.0,3,3
23,1,1,1,12,2,1,2426,1,2,1,2,75250,1.0,14,8,2,3.0,2,3,0,2,3.0,4.0,3.0,3,3
44,0,1,2,1,3,0,2427,1,1,1,1,48340,1.0,14,8,0,9.0,1,8,6,7,3.0,4.0,3.0,4,3
35,0,2,1,13,3,0,2428,1,3,0,0,20420,0.0,16,8,0,6.0,2,5,1,4,1.0,4.0,4.0,3,3
43,0,1,1,25,4,0,2429,1,2,0,1,22200,1.0,11,8,0,10.0,2,10,8,8,4.0,4.0,3.0,1,3
24,0,1,1,6,3,0,2430,1,3,0,1,10520,1.0,13,8,0,5.0,3,5,0,4,3.0,3.0,3.0,3,3
41,0,1,0,6,4,2,2431,1,1,1,0,28210,1.0,17,8,0,10.0,3,10,8,7,4.0,3.0,3.0,3,3
29,0,1,1,2,2,0,2432,1,2,1,1,192370,9.0,11,8,1,9.0,2,5,1,2,4.0,3.0,3.0,3,3
36,0,1,2,1,4,0,2433,0,3,1,0,41070,3.0,11,8,1,17.0,2,13,6,7,3.0,4.0,2.0,1,3
45,0,0,0,2,3,0,2434,0,2,3,1,83960,3.0,15,8,2,25.0,3,23,14,4,3.0,3.0,2.0,2,3
24,1,1,0,6,2,1,2435,0,2,5,1,20070,1.0,12,8,0,1.0,2,1,0,0,4.0,3.0,3.0,2,3
47,1,2,1,1,3,1,2436,0,2,0,1,196270,7.0,11,8,2,25.0,1,23,14,10,3.0,3.0,1.0,3,3
26,0,1,1,9,1,1,2437,1,1,0,1,106860,1.0,14,8,1,3.0,2,3,0,2,4.0,3.0,4.0,3,3
45,0,1,1,1,4,0,2438,1,1,7,0,29420,1.0,22,8,1,21.0,4,21,8,6,4.0,2.0,3.0,3,4
32,0,2,0,1,1,2,2439,1,2,2,1,88580,6.0,16,8,1,10.0,2,5,1,3,1.0,3.0,2.0,3,3
31,0,1,1,14,2,0,2440,1,1,0,1,167560,1.0,11,8,2,6.0,5,5,0,3,2.0,3.0,4.0,3,3
41,0,0,0,2,2,1,2441,1,2,1,1,107980,6.0,14,8,2,10.0,5,3,1,2,3.0,2.0,3.0,1,3
40,0,1,1,22,2,3,2442,1,1,4,1,23230,2.0,16,8,1,18.0,2,1,0,0,2.0,1.0,3.0,3,3
24,0,1,1,3,3,0,2443,0,1,1,2,14160,1.0,15,8,1,6.0,3,6,1,2,2.0,1.0,4.0,2,3
46,0,1,1,6,3,1,2444,1,4,0,0,46150,6.0,12,8,0,19.0,3,10,0,9,3.0,2.0,3.0,2,3
35,0,1,0,8,4,0,2445,1,1,2,1,24610,2.0,20,8,1,17.0,4,7,0,7,4.0,3.0,3.0,3,4
30,0,1,0,9,4,2,2446,1,1,2,1,87220,1.0,17,8,1,10.0,3,10,0,8,2.0,4.0,2.0,3,3
47,0,0,1,3,2,0,2447,0,2,0,1,39550,7.0,12,8,1,4.0,5,1,0,0,3.0,2.0,1.0,3,3
46,0,1,1,1,4,3,2448,0,3,0,2,99570,4.0,20,8,0,13.0,1,10,0,3,3.0,4.0,2.0,3,4
36,1,1,1,1,3,1,2449,1,2,3,2,33760,5.0,20,8,0,16.0,3,2,2,2,2.0,1.0,3.0,3,4
32,1,1,1,26,3,1,2450,0,2,7,0,88230,6.0,13,8,2,10.0,3,0,0,0,1.0,2.0,3.0,3,3
23,0,1,0,6,4,0,2451,1,3,3,0,103220,1.0,14,8,2,3.0,2,3,1,2,3.0,2.0,1.0,3,3
31,0,2,0,3,3,2,2452,1,2,0,0,46210,2.0,18,8,1,9.0,3,5,1,4,4.0,4.0,2.0,3,3
39,0,0,1,3,3,0,2453,0,2,3,1,109760,1.0,11,8,0,9.0,3,9,5,8,4.0,4.0,3.0,2,3
32,0,1,1,6,3,3,2454,1,1,1,1,36600,3.0,11,8,2,10.0,0,4,0,2,4.0,3.0,1.0,2,3
40,0,1,0,6,3,0,2455,1,3,3,0,104820,1.0,11,8,1,21.0,6,21,12,8,2.0,2.0,2.0,2,3
45,0,1,1,19,4,1,2456,1,1,6,1,71190,4.0,15,8,0,9.0,2,5,0,3,3.0,3.0,4.0,3,3
30,0,2,0,9,3,0,2457,1,1,7,0,95820,0.0,12,8,1,10.0,2,9,0,7,4.0,1.0,3.0,3,3
24,0,2,0,3,4,2,2458,1,1,0,1,45080,0.0,11,8,1,3.0,5,2,2,1,1.0,4.0,3.0,3,3
30,1,2,1,10,3,0,2459,0,1,8,2,22070,6.0,14,8,0,6.0,4,4,1,2,3.0,4.0,2.0,3,3
31,0,1,1,3,2,0,2460,1,3,2,1,77560,1.0,15,8,2,6.0,3,5,0,2,1.0,3.0,3.0,4,3
27,0,1,0,3,3,0,2461,1,1,5,0,66940,1.0,13,8,1,6.0,2,6,1,4,3.0,4.0,2.0,2,3
29,1,1,0,4,3,2,2462,1,5,1,0,36910,1.0,13,8,0,2.0,3,2,2,2,2.0,2.0,3.0,3,3
29,0,2,1,8,4,0,2463,0,1,0,0,23770,8.0,21,8,1,10.0,2,3,0,2,4.0,3.0,4.0,3,4
30,0,1,0,7,3,0,2464,1,3,0,2,23130,2.0,11,8,0,12.0,5,7,1,7,3.0,1.0,3.0,3,3
34,0,1,1,1,2,1,2465,0,2,4,1,176650,0.0,11,8,0,6.0,5,5,1,2,4.0,4.0,3.0,2,3
33,0,0,1,2,4,1,2466,1,1,6,0,25960,8.0,14,8,1,13.0,4,11,1,7,4.0,2.0,2.0,3,3
49,0,1,0,3,4,2,2467,1,1,0,0,47280,3.0,11,8,1,8.0,4,5,0,4,4.0,4.0,4.0,3,3
33,1,1,1,10,3,0,2468,1,1,0,0,43020,2.0,13,8,0,11.0,3,0,0,0,1.0,1.0,2.0,1,3
38,0,2,1,28,3,1,2469,1,1,4,1,29790,4.0,12,8,1,9.0,3,6,0,5,3.0,2.0,2.0,3,3
31,1,1,2,9,4,4,2470,1,2,2,1,168850,2.0,14,8,2,10.0,2,1,0,0,1.0,3.0,3.0,3,3
29,0,1,1,3,4,5,2471,0,2,6,2,55930,1.0,13,8,1,1.0,3,1,0,0,4.0,1.0,3.0,3,3
30,0,1,1,2,1,1,2472,1,1,6,1,104450,3.0,18,8,1,10.0,3,7,1,7,3.0,3.0,3.0,3,3
32,0,0,1,10,4,0,2473,0,1,2,0,87400,2.0,11,8,1,12.0,2,7,0,7,2.0,2.0,3.0,3,3
38,0,1,1,8,2,3,2474,0,1,3,1,25140,3.0,11,8,0,15.0,2,1,1,0,2.0,4.0,3.0,2,3
43,1,2,1,1,4,5,2475,1,3,0,1,76550,9.0,12,8,1,6.0,3,1,0,0,3.0,3.0,3.0,3,3
42,0,1,2,1,3,5,2476,0,1,4,2,174650,8.0,13,8,1,7.0,3,5,0,4,2.0,2.0,2.0,3,3
55,0,1,1,3,2,0,2477,0,1,0,1,73510,8.0,20,8,1,34.0,3,1,0,0,3.0,4.0,3.0,3,4
33,0,0,1,14,3,5,2478,1,1,1,2,108200,5.0,12,8,0,11.0,2,9,1,7,4.0,2.0,2.0,3,3
41,0,1,1,5,3,1,2479,1,1,6,2,121690,1.0,19,8,0,5.0,2,5,0,4,3.0,1.0,3.0,3,3
34,0,0,1,7,4,1,2480,0,1,1,2,196260,1.0,21,8,0,15.0,5,15,0,7,4.0,3.0,3.0,2,4
53,0,0,1,10,4,1,2481,1,2,4,1,20700,4.0,13,8,2,27.0,2,3,0,2,1.0,3.0,2.0,4,3
43,0,1,0,16,2,2,2482,0,1,2,0,67820,0.0,16,8,1,10.0,2,9,1,8,2.0,4.0,3.0,3,3
34,0,1,0,10,2,0,2483,0,5,0,0,77790,5.0,12,8,1,6.0,2,2,2,2,4.0,4.0,3.0,3,3
21,1,1,0,1,2,2,2484,1,5,4,0,27910,1.0,14,8,0,1.0,3,1,1,0,2.0,2.0,3.0,4,3
38,0,1,1,8,2,0,2485,0,2,0,1,32010,1.0,11,8,1,5.0,3,5,0,4,4.0,3.0,3.0,2,3
22,1,1,1,1,3,5,2486,1,4,1,1,49680,1.0,14,8,0,1.0,3,1,0,0,3.0,1.0,3.0,3,3
31,0,1,1,8,5,0,2487,1,5,0,1,131200,1.0,12,8,2,13.0,6,12,5,7,1.0,4.0,3.0,2,3
51,0,1,1,1,4,0,2488,0,1,5,1,40330,2.0,14,8,0,15.0,2,2,2,2,1.0,3.0,3.0,3,3
37,0,1,1,24,1,0,2489,1,2,0,1,32910,1.0,16,8,3,5.0,2,5,0,3,2.0,2.0,3.0,2,3
46,0,1,0,3,4,2,2490,0,1,6,2,42720,7.0,13,8,0,24.0,3,2,2,2,3.0,4.0,3.0,4,3
36,0,1,1,27,3,3,2491,0,4,1,1,50560,7.0,12,8,0,15.0,2,12,5,7,4.0,1.0,3.0,2,3
44,1,2,0,10,4,0,2492,1,1,1,2,28440,1.0,12,8,0,6.0,2,5,2,3,3.0,2.0,2.0,4,3
37,0,1,1,19,2,3,2493,1,2,0,2,27030,2.0,14,8,0,19.0,2,10,4,7,3.0,2.0,2.0,3,3
35,1,1,1,15,4,0,2494,1,2,1,0,19040,1.0,22,8,1,10.0,4,10,7,7,3.0,4.0,3.0,3,4
33,0,1,1,8,5,1,2495,1,2,2,1,82240,6.0,19,8,0,14.0,3,10,7,6,4.0,1.0,3.0,3,3
28,0,1,0,9,3,1,2496,0,2,0,1,47660,1.0,12,8,0,5.0,3,5,0,3,3.0,4.0,4.0,3,3
39,0,1,0,3,4,2,2497,0,2,2,0,26100,7.0,12,8,0,9.0,2,4,2,2,3.0,3.0,3.0,2,3
46,0,0,1,9,2,0,2498,1,2,3,0,57310,8.0,17,8,0,6.0,2,2,2,2,2.0,2.0,3.0,3,3
40,0,1,1,2,2,1,2499,1,1,7,1,25390,4.0,12,8,1,7.0,3,4,0,2,3.0,1.0,2.0,3,3
42,0,1,1,7,4,5,2500,0,2,2,1,57140,5.0,11,8,0,10.0,2,0,0,0,2.0,1.0,2.0,3,3
35,0,0,0,10,1,0,2501,0,2,7,2,43230,2.0,18,8,3,15.0,3,7,1,7,2.0,4.0,3.0,3,3
38,0,0,0,6,4,2,2502,1,3,0,2,73360,5.0,11,8,0,13.0,3,11,3,8,1.0,2.0,3.0,3,3
34,1,2,1,2,1,0,2503,1,1,3,1,134990,4.0,23,8,2,11.0,2,7,0,7,4.0,1.0,2.0,4,4
37,1,1,1,24,3,0,2504,1,1,2,0,137580,1.0,11,8,1,10.0,5,10,0,8,4.0,1.0,1.0,3,3
39,0,2,1,2,1,1,2505,1,2,4,2,51550,2.0,18,8,1,7.0,3,2,2,2,3.0,4.0,3.0,2,3
43,0,0,2,8,5,1,2506,0,3,0,0,22580,4.0,18,8,0,7.0,2,3,1,2,1.0,3.0,2.0,3,3
41,0,1,1,3,3,0,2507,1,3,1,0,35970,3.0,13,8,1,11.0,2,3,1,2,2.0,2.0,1.0,1,3
41,0,1,1,1,1,3,2508,1,3,2,2,25150,0.0,18,8,0,23.0,2,22,13,5,3.0,3.0,4.0,2,3
30,0,1,0,26,3,2,2509,0,2,5,0,44200,9.0,11,8,0,9.0,3,7,0,2,1.0,3.0,3.0,3,3
26,1,1,2,2,1,3,2510,0,3,0,1,65780,0.0,15,8,2,6.0,3,5,1,4,4.0,2.0,3.0,2,3
46,1,1,1,10,3,1,2511,1,1,0,1,44220,4.0,11,8,1,13.0,2,9,3,7,4.0,2.0,4.0,3,3
40,0,1,0,27,2,1,2512,0,3,0,2,102740,4.0,18,8,0,12.0,3,5,0,3,3.0,4.0,3.0,3,3
34,0,1,1,2,3,0,2513,1,2,2,1,53430,1.0,14,8,0,10.0,5,10,4,8,2.0,3.0,3.0,2,3
58,0,0,1,2,4,1,2514,1,1,2,2,23760,4.0,12,8,1,37.0,3,16,14,14,2.0,2.0,2.0,3,3
35,0,1,1,8,1,3,2515,0,3,3,1,53460,0.0,14,8,0,6.0,3,5,0,3,2.0,3.0,4.0,2,3
47,0,1,1,19,5,1,2516,0,2,1,2,28270,8.0,14,8,1,28.0,3,22,14,10,3.0,2.0,3.0,3,3
40,0,1,1,1,4,0,2517,1,2,5,2,199430,2.0,13,8,1,15.0,3,7,7,7,2.0,1.0,3.0,3,3
54,0,1,0,27,4,1,2518,1,1,1,1,31310,4.0,14,8,0,14.0,3,7,1,7,4.0,4.0,2.0,2,3
31,0,2,0,8,4,5,2519,0,3,3,1,25520,2.0,18,8,0,9.0,2,3,2,2,1.0,1.0,3.0,3,3
28,0,1,0,1,2,0,2520,1,3,5,1,44770,1.0,15,8,0,3.0,6,3,1,2,3.0,1.0,3.0,3,3
38,0,1,1,19,3,1,2521,0,2,3,1,64740,2.0,13,8,2,20.0,3,4,0,3,2.0,4.0,2.0,1,3
26,0,1,0,8,3,2,2522,0,1,4,0,30330,1.0,12,8,0,5.0,2,5,1,2,3.0,4.0,3.0,2,3
58,0,2,1,10,4,3,2523,0,1,6,1,29360,2.0,13,8,1,23.0,3,2,2,2,1.0,3.0,3.0,3,3
18,0,0,1,2,3,0,2524,1,3,6,0,186060,1.0,24,8,2,0.0,4,0,0,0,2.0,3.0,1.0,3,4
31,1,1,1,2,3,0,2525,1,3,2,1,21680,0.0,14,8,1,2.0,2,1,0,0,4.0,1.0,3.0,3,3
29,1,1,1,8,2,1,2526,1,1,5,2,28530,4.0,14,8,1,4.0,5,2,2,0,1.0,1.0,3.0,2,3
45,0,0,0,1,4,3,2527,1,1,1,1,170480,4.0,15,8,0,10.0,3,8,5,7,3.0,3.0,4.0,2,3
36,0,1,0,2,3,3,2528,0,5,2,1,22900,4.0,11,8,0,15.0,5,1,0,0,4.0,2.0,3.0,3,3
43,0,2,0,8,3,1,2529,1,1,7,1,36000,1.0,23,8,0,7.0,2,7,7,7,1.0,4.0,3.0,3,4
27,0,2,0,8,4,0,2530,1,5,1,0,21070,0.0,13,8,0,6.0,2,5,0,2,4.0,4.0,2.0,3,3
29,0,2,1,6,2,1,2531,1,1,8,1,41150,1.0,11,8,0,11.0,1,11,3,10,4.0,4.0,4.0,3,3
32,0,2,0,9,4,0,2532,1,4,0,0,43270,8.0,13,8,0,4.0,4,0,0,0,4.0,4.0,4.0,3,3
42,0,0,1,11,3,1,2533,1,1,5,1,178560,3.0,18,8,0,10.0,2,6,3,3,3.0,3.0,2.0,3,3
47,0,1,0,2,2,0,2534,0,5,5,0,31960,4.0,14,8,1,7.0,3,2,2,0,2.0,3.0,3.0,2,3
46,0,1,2,1,3,0,2535,0,1,2,2,190810,3.0,21,8,0,12.0,2,9,4,7,4.0,4.0,2.0,3,4
28,0,0,1,7,3,0,2536,1,1,0,2,89660,1.0,16,8,1,3.0,3,3,2,2,3.0,4.0,3.0,2,3
29,0,1,1,16,3,1,2537,0,1,3,2,22100,8.0,11,8,1,11.0,4,7,1,6,4.0,3.0,3.0,3,3
42,0,1,0,2,4,1,2538,0,2,7,0,45390,4.0,17,8,1,8.0,5,0,0,0,4.0,3.0,3.0,3,3
32,1,1,1,1,1,1,2539,1,2,2,0,27410,7.0,11,8,0,7.0,3,2,2,2,3.0,2.0,2.0,3,3
46,0,1,1,23,1,0,2540,1,2,2,2,34910,2.0,14,8,0,25.0,0,19,2,8,1.0,1.0,3.0,3,3
27,0,1,0,2,3,0,2541,0,5,1,1,45410,1.0,14,8,2,9.0,4,9,5,8,2.0,3.0,3.0,4,3
29,0,1,1,1,2,1,2542,1,3,0,1,26780,1.0,25,8,1,1.0,3,1,0,0,4.0,2.0,3.0,3,4
43,0,1,1,1,3,0,2543,1,1,3,1,73790,7.0,13,8,2,21.0,3,16,6,14,1.0,3.0,3.0,2,3
48,0,1,1,2,3,0,2544,0,2,5,1,62720,4.0,14,8,0,29.0,3,22,12,9,4.0,2.0,3.0,2,3
29,1,2,1,13,2,0,2545,0,1,2,0,52200,1.0,17,8,0,1.0,3,1,1,0,4.0,4.0,2.0,2,3
46,1,1,1,4,4,1,2546,0,2,6,1,27430,5.0,25,8,1,14.0,1,8,0,7,3.0,2.0,3.0,4,4
27,0,2,1,16,4,1,2547,1,3,4,1,49980,0.0,20,8,2,8.0,3,7,7,3,4.0,1.0,2.0,3,4
39,0,1,1,2,3,3,2548,1,3,4,2,102520,8.0,13,8,1,7.0,3,2,2,2,4.0,4.0,3.0,3,3
55,0,1,1,2,3,0,2549,0,1,8,1,27810,8.0,13,8,1,19.0,2,5,0,4,2.0,4.0,4.0,3,3
28,0,1,1,29,2,0,2550,1,2,2,1,68520,1.0,18,8,1,1.0,2,1,0,0,2.0,2.0,3.0,4,3
30,1,1,0,12,4,0,2551,0,2,0,0,49500,1.0,12,8,2,1.0,3,1,0,0,2.0,4.0,2.0,3,3
22,1,1,1,16,2,0,2552,0,2,2,0,35790,1.0,19,8,3,1.0,3,1,0,0,4.0,2.0,3.0,3,3
36,0,1,1,11,3,0,2553,1,1,0,1,131910,1.0,14,8,1,10.0,2,10,1,7,2.0,3.0,3.0,2,3
31,0,1,1,2,4,0,2554,0,5,5,2,103770,1.0,14,8,0,10.0,2,10,0,2,2.0,3.0,3.0,3,3
34,0,1,0,14,2,3,2555,0,1,0,1,22350,2.0,14,8,1,9.0,2,5,1,0,3.0,4.0,3.0,3,3
29,0,1,1,5,5,0,2556,0,1,0,0,105020,3.0,12,8,0,11.0,4,3,1,2,4.0,1.0,3.0,2,3
37,0,1,1,7,2,1,2557,1,1,3,1,20110,5.0,13,8,0,16.0,4,5,0,4,4.0,1.0,3.0,4,3
35,0,1,0,2,1,3,2558,1,2,2,1,18590,0.0,25,8,1,4.0,2,3,0,2,4.0,2.0,3.0,2,4
45,0,1,1,3,3,1,2559,0,2,0,1,37600,0.0,14,8,1,10.0,2,9,3,8,2.0,4.0,2.0,2,3
36,0,2,1,5,3,1,2560,0,4,3,0,177790,1.0,17,8,1,10.0,5,10,0,8,2.0,4.0,2.0,1,3
40,0,1,1,3,3,5,2561,1,1,0,2,68330,2.0,13,8,0,22.0,3,19,11,16,1.0,1.0,3.0,3,3
26,0,1,1,26,2,0,2562,1,2,8,1,68120,1.0,13,8,0,1.0,2,1,1,0,2.0,3.0,2.0,2,3
27,0,1,1,4,3,3,2563,1,2,3,0,51710,0.0,20,8,1,9.0,1,8,0,7,1.0,3.0,2.0,2,4
48,0,2,1,2,3,0,2564,1,2,7,2,197400,3.0,14,8,0,24.0,2,22,4,7,4.0,4.0,3.0,4,3
44,0,1,0,1,2,1,2565,1,4,5,1,187110,2.0,12,8,1,10.0,0,2,2,2,2.0,1.0,3.0,3,3
34,1,0,1,27,2,0,2566,0,1,6,1,36920,1.0,12,8,1,5.0,5,5,3,0,4.0,1.0,3.0,3,3
56,1,1,2,1,2,1,2567,0,5,0,0,25590,1.0,21,8,0,5.0,3,4,1,0,1.0,4.0,3.0,3,4
36,0,1,1,13,3,3,2568,0,3,4,1,25170,2.0,14,8,0,12.0,3,4,1,3,3.0,2.0,1.0,3,3
41,0,1,1,5,3,0,2569,0,1,0,1,66230,5.0,18,8,0,14.0,3,5,1,4,3.0,2.0,3.0,3,3
42,0,1,1,7,3,3,2570,0,2,0,1,182650,9.0,12,8,1,18.0,4,13,5,7,3.0,1.0,4.0,3,3
31,0,1,0,9,4,0,2571,0,1,0,2,161240,2.0,23,8,1,8.0,2,5,1,4,3.0,4.0,3.0,2,4
34,0,1,1,8,1,0,2572,0,3,2,1,25850,3.0,12,8,0,9.0,5,4,0,1,4.0,4.0,2.0,3,3
31,0,1,0,25,2,0,2573,0,3,3,2,182130,8.0,21,8,2,4.0,3,2,2,2,1.0,3.0,2.0,4,4
26,0,2,0,16,2,0,2574,1,2,4,1,83800,0.0,14,8,0,8.0,3,7,7,7,3.0,4.0,3.0,4,3
45,0,2,1,8,4,0,2575,0,2,5,0,29940,4.0,18,8,1,12.0,2,4,0,3,2.0,3.0,3.0,3,3
33,0,1,0,1,3,0,2576,0,5,0,0,12230,1.0,13,8,1,10.0,3,10,0,9,2.0,3.0,2.0,3,3
28,0,2,0,8,3,0,2577,1,4,1,1,11180,1.0,11,8,0,7.0,3,7,0,7,3.0,4.0,3.0,3,3
29,1,2,2,2,4,4,2578,1,2,0,0,28750,1.0,11,8,0,1.0,3,1,0,0,3.0,1.0,3.0,3,3
39,0,0,1,8,5,1,2579,0,2,6,1,188240,6.0,19,8,1,10.0,4,3,1,2,1.0,3.0,3.0,3,3
27,0,1,0,3,2,3,2580,1,2,4,1,135770,1.0,12,8,1,6.0,2,5,1,2,2.0,2.0,2.0,3,3
34,0,2,1,9,4,0,2581,0,2,3,1,26250,1.0,12,8,3,16.0,4,15,6,11,3.0,4.0,3.0,3,3
28,1,1,1,25,3,3,2582,1,1,7,0,187890,3.0,16,8,1,6.0,4,2,2,2,4.0,3.0,3.0,3,3
47,0,0,1,1,4,1,2583,1,1,1,1,45380,8.0,11,8,0,16.0,3,8,1,7,3.0,2.0,4.0,3,3
56,0,1,1,4,3,3,2584,0,2,0,1,198470,4.0,14,8,0,6.0,6,0,0,0,4.0,1.0,3.0,3,3
39,0,1,1,1,3,5,2585,0,1,2,1,105120,1.0,12,8,1,10.0,2,10,7,9,1.0,1.0,3.0,3,3
